NAME	AUTHOR	PLATFORM	VERSIONS	VB	COMPILE	FILE	DUPLICATES	PASSWORD
b0z0	b0z0	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bozo.zip	2	
BaDaSs ScRoLLeR	BaDaSs	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/badscroll.zip	2	
bahamut4	Masamune	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bahum.zip	2	
Bait That Shizzle	CøMP	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bait that shizzle  baiter for aol4-5.zip	3	
bakedv1	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bakedv1.zip	2	
Balance	Notorious B.I.G	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/balancemm.zip	2	
BaNdO's x5.5x setup	Init failed (%d	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/x5.5x aol7-9 yr2005 2k-xp.zip	2	
Barron Toolz	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/barrontoolz.zip	2	
barronscom	None	AOL	2.5	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/2.5/barronscom.zip	2	
BasikMP3[Public]	Basik	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/basikmp3.zip	2	
bawk2.0	xpt	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bawkbok.zip	2	
bbe 101	s and Design	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bbe101.zip	2	
bbl	nyte	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/bblidle.zip	2	
bbl ¦	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/bbl idle%b3 for aol 5.0.zip	1	
bblidle│.╣	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/bbl3revised.zip	2	
bblidle│╖╣	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bblidle31.zip	2	
bbl²	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/bbl idle%b2 for aol 5.0.zip	1	
bd22	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/braindamagev22.zip	3	
BeatBOx_by Negz	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/beatbox  yr03.zip	1	
Beback1	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/beback1.zip	1	
bedtimefix[1]	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/bed time idler for aol 5.0.zip	1	
berserk1[public]	CpRide	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/berserk1.zip	2	
beta	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/infernal regions beta.zip	1	
Beta v²	None	AOL	3.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/3.0/tweekpwc.zip	2	
Beta Zero	ETERNAL	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/betazero1.zip	2	
beta122	view	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/syndicate.zip	3	
Beta2	techni	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/freakyccom.zip	2	
beta5	Twizted	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/poa2.zip	2	
beta²	stank	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stinky.zip	2	
Beyond Destiny	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bdestiny.zip	2	cracker
bf2	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/black flag 2 aol2.5-6.zip	1	
bIack assassin1	akujie n kao	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blackass1.zip	3	
bidle151	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bidle151.zip	2	
biestlytoolzsetup	None	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/biestly toolz password=BiestlyIsPimp.zip	2	
BiO hAzArD	James and Brian. Have fun	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/biohazard2.zip	2	
bio2	reza	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bio2.zip	2	
BIOBEA~1	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bio beast for aol 4.0.zip	1	
biohazard²	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/biohazard.zip	3	
BioSphere	sponge	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/biosphere.zip	2	
Bish	Paste	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/pab.zip	2	
bish 2	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bish2.zip	2	
bish error	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bish.zip	2	
BizkitXer	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bizkitxer.zip	2	
bkanti8	lookin	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/backsv8.zip	2	
black out comz 1	festa	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blackoutcomz.zip	2	
black out comz 1 beta	festa	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blackout1beta.zip	2	
blackdragongold	shlep	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blackdragon.zip	2	
blackice pwsd	None	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/blackice pwsd for aol 5.0.zip	2	
Blackidle1.0	ZIP	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/black idle 1.0 for aol 8-9 win98-xp yr2004.zip	2	
blackmagicfinal	going	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/blackmagicfinal.zip	2	
BlackNum	DuKSiZ	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blacknum.zip	2	
BlackouT	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blackout for aol 4.0 and 5.0.zip	1	
blackout2	Unknown	AIM	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blackout2.zip	1	
blackportal	html>M	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blackportal.zip	2	
blackrose	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blackrose2.zip	2	
blackrose	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blackrose2rb.zip	2	
blackshadow	nyt	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blackshadow.zip	2	
blank idle	speed	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blankidle.zip	2	
blank idle 2.00	speed	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blank2.zip	2	
blank idle 2.00[remix]	speed	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blankfinal.zip	2	
BlaZe iDle	BlaZe	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blaze idle for aol 7.0-9.0 winALL yr04.zip	2	
Blaze Idler	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blaze idler.zip	1	
Blazed toolz 1.0	Festa	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blazedtoolz1.zip	2	
Blazin	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blazin25.zip	2	
Blind Idle	late	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blind.zip	2	
blindcoms	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blind coms beta aol4-5 yr2000.zip	1	
blindingpoint	None	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/blinding point room bust aol3-4.zip	2	
blinkmm	gizm	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blink.zip	2	
bliss98	bliss	AOL	unknown	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/AoBliss98.zip	3	
Blitz	None	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blitzanti.zip	2	
blitz1im	None	AOL	2.5	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/2.5/blitz 1 im.zip	1	
BLITZHIT	None	AOL	3.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/3.0/blitz hit punter for aol 3.0 and 4.0.zip	1	
blizah coms	Blizah	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blizah.zip	2	
blizahcoms	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/blizah coms yr2000.zip	1	
blizahphader	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blizahphader.zip	1	
blizzard server v4�	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blizzard server v4%b9 for aol 4.0.zip	1	
Blood Runs Cold	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bloodrunscold.zip	2	
Blood Runs Cold v2	FesTa	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/brcv2.zip	2	
bls	xèró and slush	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/blood_lust_species_by_xero_and_slush_[aol4.0].zip	2	
blue x'er	nas	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bluexer.zip	2	
BLUECROS	Juno	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bluecross4.zip	2	
Blueice	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blue ice fader v1 yr2000.zip	1	
BLUEICE	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blueice.zip	4	
blueink	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blue ink link idler aol 4-5 yr2000 pw=linktalker.zip	1	
BlueLightning	None	AOL	7.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/7.0/blue lightning 1.3 aol7.zip	1	
Blunt Idler	EpiDemiK	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bluntidler.zip	2	
blunted-coms	JANGEADOR 2000	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blunted.zip	3	
Bluntz	None	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bluntzantiv1.zip	2	
BLUX_TOOLZ	Zero	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/bluxtoolz.zip	2	
BMR_Buster_Pro	DeDestroyerz	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bmr buster pro 3k aol4-6.zip	2	
bmsetup	going	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/black magic v1.0 for aol 7.0.zip	2	
bodini	spek	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bodini.zip	2	
Boi's Ccom	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/bois ccom for aol5-6.zip	2	
bombiraq	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bomb iraq.zip	1	
Bond40	SaBan	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/james bond toolz aol4 password=picka.zip	5	
bone buster	flux	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bone buster aol8 yr2003 XP.zip	3	
boogyman	BooGyMaN	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/boogyman2.zip	2	
booked	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/booked.zip	1	
BOOTBOT	None	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/bootbot alpha release 1 aol7-9 win2k-XP yr05.zip	2	
BoOTFiN	VE0V	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bootfin.zip	2	
Bot	None	AOL	8.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/8.0/aol 8.0 chat bot for aol 8.0.zip	1	
Bot City 2005	BrU	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/botcity2005.zip	2	
BoXFaDeR2	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/boxfader.zip	2	
boºs idler	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/boosidler.zip	2	
BrainDamage2	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/brain.zip	2	
break	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/winter break for aol 4.0 and 5.0 yr2000.zip	1	
Breakdown Recruiter Idle	DarKStaR	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/breakdown.zip	2	
brhymes	royal	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/brhymes.zip	2	
brysanti	None	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/brysanti2.zip	2	
btchr1b2	SLuSh	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/thebutch.zip	2	
BuDDaH lagger	None	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/NOFILENAME aol7-9 winME-XP yr04.zip	3	
BuDDaH lagger	None	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/buddah lagger 2.0 aol7-9 winALL yr04.zip	2	
BuDDaH lagger	None	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/buddahlagger.zip	2	
BuDDaH Lagger coms 4.0 build 15.6 	BuDDaH	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/buddahlagger4.zip	4	
BuDDaH Lagger4.0	BuDDaH	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/buddahlagcom.zip	2	
BuDDaH list orginiser v3.0	ized user	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/buddahlistv3.zip	2	
budsaver	None	AOL	3.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/3.0/buddy list saver.zip	1	
bunk error1	VbPFH	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bunkerror.zip	2	
burger	hydra	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/burgerxr.zip	2	
burn10	GADE	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/burn10.zip	2	
Burndes Aol 6.0 Lister	Burned	AOL	6.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/6.0/burnedaol6.zip	2	
Burndes Lister	Burned	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/burned.zip	2	
bust	pain	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/aggression.zip	2	
BUST	entering	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/empbust.zip	2	
Bust A Room 4.0	Peoples Connection like	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bust -a- room 4 aol9 yr2006 xp.zip	4	
Bust A Room Stellar 2008	Peoples Connection	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bust -a- room 6 aol9 yr2008 xp vista.zip	2	
bust v3 for aol 7	None	AOL	7.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/7.0/bust 3.1 aol7.zip	1	
bust v3.5 for aol 7	None	AOL	7.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/7.0/bust 3.5 aol7.zip	1	
bust v4.0 for AOL 6-7v2	None	AOL	6.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/6.0/bust 4 build 2 aol6-7.zip	1	
Bust v5.0 for AOL 5-7	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/bust 5 aol6-8.zip	1	
bust5	zero	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/bust5.zip	2	
busta bust	freeza	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bustabust.zip	2	
bustcontrol	None	AOL	8.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/8.0/bust control aol7.zip	2	
Buster	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/galactic.zip	2	
buster	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/visorlinkz123.zip	2	
BustIt	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/bustit.zip	2	
BUSTWH~1	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/bustanut.zip	2	
busynote╣╖║	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/busynote.zip	2	
ByrdToolz v4.5	Sid	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/byrd.zip	2	D-TRAIN
c link	davo	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/clink.zip	2	
c-chatem[beta3]	tru	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cchatembeta3.zip	2	
c-com	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/chillin15.zip	2	
c-comz	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/ccom1.zip	2	
C-Spam	PuNkDuDe	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cspam.zip	2	
c0m7	DeV	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/c0m7beta.zip	2	
c0m7 beta²	DeV	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/c0m7beta2.zip	2	
c0m7 final	DeV	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/c0m7final.zip	2	
c0oL c-chat	c0oL	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cool.zip	2	
c1.0 Collector By _p-d+ Install	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/c1.0 collector for aol 5.0, 8.0 or 9.0 win2k or xp.zip	2	
C12	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/c12aol4-5.zip	1	
cak	Coolryguy	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cak.zip	2	
CaLiPunt	GenOziDe	AOL	unknown	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/wesside_punt_by_cali.zip	2	
CANUCK	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/canuck prog v.1.zip	1	
case it¦ - by miguel	miguel	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/case it%b9 for aol 8.0 and 9.0 win9xMExp yr04.zip	2	
case it² - by miguel	miguel	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/caseit2.zip	2	
Caser2	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/pcaser2.zip	2	
caso coms	flame on	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/casocoms.zip	2	
cazy wazy fade	sm0ak	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cazywazy.zip	2	
cbz Xer	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cbz.zip	2	
Cc2	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/chatcom.zip	3	
CCCSTyle Mini Toolz	zero	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cccstyle.zip	2	
CCHAT	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/c-chat aol4-5.zip	1	
ccom8	nutty	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/eebeta.zip	2	
ccom[public]	suck ass	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/ccompublic.zip	2	
ccom[public]	suck ass	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/wccomsbeta2aol4-5.zip	2	
ccom[public]	myke	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/wccomsbeta3aol4-5.zip	2	
CDW	XxWizardxX and WiZaRd666	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/AoWizard 2.zip	2	
CeeDeePlayer	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/ceedeeplayer.zip	2	
celluoid.dreams	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/celluoid.dreams aol8 xp yr03.zip	2	
celluoid.dreams	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/celluoid.dreams beta aol8 xp yr03.zip	2	
Celtic	sirk	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/celtic11.zip	2	
CF2	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/coldfusion.zip	2	
Cf3	MatriX	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cf3.zip	2	
CFader40	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/color.zip	2	
cfinal	nat	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cfinal.zip	2	
cgagem	Phazz	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cgagem.zip	2	
